date,province,amphoe,dustboy_lat,dustboy_lon,pm25
2026-04-30,แม่ฮ่องสอน,ปาย,19.356414721131312,98.43347319286639,48
2026-04-30,แม่ฮ่องสอน,สบเมย,17.964319000000003,97.9309635,85
2026-04-30,แม่ฮ่องสอน,เมือง,19.299731003573527,97.97391222750423,49
2026-04-30,แม่ฮ่องสอน,แม่ลาน้อย,18.458245140550233,97.94186199064221,72
2026-04-30,แม่ฮ่องสอน,แม่สะเรียง,18.062980084502897,97.91765149380238,43
2026-05-01,น่าน,ทุ่งช้าง,19.5206378,100.9249478,97
2026-05-01,น่าน,ท่าวังผา,19.13539,100.78569,36
2026-05-01,น่าน,นาน้อย,18.3400774,100.7131756,29
2026-05-01,น่าน,นาหมื่น,18.1925731938654,100.5816336043955,44
2026-05-01,น่าน,บ้านหลวง,18.851955,100.436006,98
2026-05-01,น่าน,เฉลิมพระเกียรติ,19.59637250571473,101.0840821795708,52
2026-05-01,พะเยา,จุน,19.521310741423473,100.10119565397656,35
2026-05-01,พะเยา,ดอกคำใต้,19.188882142971078,100.00871407427996,35
2026-05-01,พะเยา,ปง,19.199536825970533,100.32502424106148,41
2026-05-01,พะเยา,ภูซาง,19.627917995580933,100.37496994062866,79
2026-05-01,พะเยา,เชียงคำ,19.491600966511793,100.33708013838243,35
2026-05-01,พะเยา,เชียงม่วน,18.87195070869528,100.23149387698828,42
2026-05-01,พะเยา,เมือง,19.192388401159832,99.87167092290606,74
2026-05-01,พะเยา,เมืองพะเยา,19.177165,99.834642,84
2026-05-01,พะเยา,แม่ใจ,19.3420596,99.8152521,44
2026-05-01,ลำปาง,วังเหนือ,19.063790929085734,99.57479368195058,31
2026-05-01,ลำปาง,สบปราบ,17.879619758624656,99.34006093260246,48
2026-05-01,ลำปาง,ห้างฉัตร,18.31464,99.365573,55
2026-05-01,ลำปาง,เกาะคา,18.21688215,99.34114796,23
2026-05-01,ลำปาง,เมือง,18.239587793958812,99.4708140886155,35
2026-05-01,ลำปาง,เมืองลำปาง,18.418525,99.543508,86
2026-05-01,ลำปาง,แม่เมาะ,18.37634352537003,99.79439233899221,70
2026-05-01,ลำพูน,บ้านโฮ่ง,18.33706,98.70776,84
2026-05-01,ลำพูน,ลี้,17.788888874464103,98.9457424823258,63
2026-05-01,ลำพูน,เมือง,18.518738990880017,99.02511545293177,59
2026-05-01,ลำพูน,เมือง บ้านฝั่งหมิ่น,18.436577,98.955827,79
2026-05-01,ลำพูน,เมืองลำพูน,18.548979000000003,99.0441495,91
2026-05-01,ลำพูน,แม่ทา,18.4161025,99.0033274,21
2026-05-01,ลำพูน (ก,รมน. ลำพูน),18.331694,98.818839,81
2026-05-01,อุตรดิตถ์,ตรอน,17.445823,100.14284,45
2026-05-01,อุตรดิตถ์,ฟากท่า,18.003028470578386,100.88328877419808,74
2026-05-01,เชียงราย,ขุนตาล,19.911817925597,100.29802263,41
2026-05-01,เชียงราย,ดอยหลวง.,20.11713,100.10946,26
2026-05-01,เชียงราย,ป่าแดด,19.508281732459174,99.99097574602813,40
2026-05-01,เชียงราย,พญาเม็งราย,19.850303790282243,100.14595757300928,51
2026-05-01,เชียงราย,พาน,19.547752648770036,99.7586797873154,50
2026-05-01,เชียงราย,เชียงของ,20.157540666666666,100.35939533333332,76
2026-05-01,เชียงราย,เชียงแสน,20.272101,100.077606,94
2026-05-01,เชียงราย,เทิง,19.724623523894778,100.24266780882905,88
2026-05-01,เชียงราย,เมือง,19.9552415021469,99.7568528154666,60
2026-05-01,เชียงราย,เวียงชัย,19.895483326666668,100.01200949999999,52
2026-05-01,เชียงราย,เวียงเชียงรุ้ง,20.01794636895146,100.04770044382853,52
2026-05-01,เชียงราย,แม่จัน,20.15878395,99.96240195,70
2026-05-01,เชียงราย,แม่ฟ้าหลวง,20.309390149951337,99.56042555489125,76
2026-05-01,เชียงราย,แม่ลาว,19.76583,99.73855,34
2026-05-01,เชียงราย,แม่สรวย,19.642196,99.525286,99
2026-05-01,เชียงราย,แม่สาย,20.383722679846773,99.92539586689031,69
2026-05-01,เชียงราย (ก,แม่สรวย,19.614124,99.478223,40
2026-05-01,เชียงใหม่,กัลยาณิวัฒนา,18.963982496445126,98.41647016605216,99
2026-05-01,เชียงใหม่,จอมทอง,18.41788057876232,98.6768951613708,24
2026-05-01,เชียงใหม่,ดอยสะเก็ด,18.849669175,99.16225315,39
2026-05-01,เชียงใหม่,ดอยหล่อ,18.47771243893752,98.78072604442652,64
2026-05-01,เชียงใหม่,ดอยเต่า,17.996381310956767,98.65600585080338,62
2026-05-01,เชียงใหม่,ฝาง,19.913293,99.206827,55
2026-05-01,เชียงใหม่,พร้าว,19.3054985,99.17465675,52
2026-05-01,เชียงใหม่,สะเมิง,18.84665,98.732259,98
2026-05-01,เชียงใหม่,สันกำแพง,18.74461639526151,99.11884898886804,61
2026-05-01,เชียงใหม่,สันทราย,18.8566111944521,99.03646869178272,53
2026-05-01,เชียงใหม่,สันป่าตอง,18.63403148381118,98.88318245251847,47
2026-05-01,เชียงใหม่,สารภี,18.70048567500466,99.05720783503469,33
2026-05-01,เชียงใหม่,หางดง,18.704911035534998,98.93280168925362,37
2026-05-01,เชียงใหม่,อมก๋อย,17.668272208073574,98.39139542294829,35
2026-05-01,เชียงใหม่,ฮอด,18.185575104999998,98.61158552,51
2026-05-01,เชียงใหม่,เชียงดาว,19.466319838448914,98.97128160101079,61
2026-05-01,เชียงใหม่,เมือง,18.790735778046113,98.96209219043807,47
2026-05-01,เชียงใหม่,เมืองเชียงใหม่,18.772478,98.995551,32
2026-05-01,เชียงใหม่,เวียงแหง,19.560701870696757,98.63519183068554,99
2026-05-01,เชียงใหม่,แม่ริม,18.86830853933333,98.95848173333333,68
2026-05-01,เชียงใหม่,แม่วาง,18.61577,98.77391,34
2026-05-01,เชียงใหม่,แม่ออน,18.7045805,99.256939,50
2026-05-01,เชียงใหม่,แม่อาย,20.04,99.3024,39
2026-05-01,เชียงใหม่,แม่แจ่ม,18.506217499999998,98.390641,84
2026-05-01,เชียงใหม่,แม่แตง,19.136687442146954,98.96053523664791,56
2026-05-01,เชียงใหม่,ไชยปราการ,19.726106,99.14017849999999,56
2026-05-01,เชียงใหม่ (Outdoor),สันกำแพง,18.7866714,99.162726,50
2026-05-01,เชียงใหม่ (outdoor),เมือง,18.762817,99.002805,39
2026-05-01,เเม่ฮ่องสอน,ปางมะผ้า,19.650577,98.093104,40
2026-05-01,แพร่,ร้องกวาง,18.307634262860542,100.29124223068229,55
2026-05-01,แพร่,ลอง,18.0896667,99.8438863,79
2026-05-01,แพร่,วังชิ้น,17.8892929,99.5984095,84
2026-05-01,แพร่,สอง,18.460248,100.1823043,64
2026-05-01,แพร่,สูงเม่น,18.074608070829743,100.11718445332016,51
2026-05-01,แพร่,เด่นชัย,17.982854,100.054273,87
2026-05-01,แพร่,เมือง,18.1331585,100.1545941,98
2026-05-01,แพร่,เมืองแพร่,18.150909,100.157705,21
2026-05-01,แม่ฮ่องสอน,ขุนยวม,18.779572549999997,97.92674075,54
2026-05-01,แม่ฮ่องสอน,ปางมะผ้า,19.564455340000002,98.22842786,59
2026-05-01,แม่ฮ่องสอน,ปาย,19.356414721131312,98.43347319286639,67
2026-05-01,แม่ฮ่องสอน,สบเมย,17.964319000000003,97.9309635,56
2026-05-01,แม่ฮ่องสอน,เมือง,19.299731003573527,97.97391222750423,53
2026-05-01,แม่ฮ่องสอน,แม่ลาน้อย,18.458245140550233,97.94186199064221,70
2026-05-01,แม่ฮ่องสอน,แม่สะเรียง,18.062980084502897,97.91765149380238,71
2026-05-02,น่าน,ทุ่งช้าง,19.5206378,100.9249478,84
2026-05-02,น่าน,ท่าวังผา,19.13539,100.78569,24
2026-05-02,น่าน,นาน้อย,18.3400774,100.7131756,83
2026-05-02,น่าน,นาหมื่น,18.1925731938654,100.5816336043955,34
2026-05-02,น่าน,บ้านหลวง,18.851955,100.436006,23
2026-05-02,น่าน,เฉลิมพระเกียรติ,19.59637250571473,101.0840821795708,85
2026-05-02,พะเยา,จุน,19.521310741423473,100.10119565397656,58
2026-05-02,พะเยา,ดอกคำใต้,19.188882142971078,100.00871407427996,70
2026-05-02,พะเยา,ปง,19.199536825970533,100.32502424106148,48
2026-05-02,พะเยา,ภูซาง,19.627917995580933,100.37496994062866,60
2026-05-02,พะเยา,เชียงคำ,19.491600966511793,100.33708013838243,65
2026-05-02,พะเยา,เชียงม่วน,18.87195070869528,100.23149387698828,44
2026-05-02,พะเยา,เมือง,19.192388401159832,99.87167092290606,51
2026-05-02,พะเยา,เมืองพะเยา,19.177165,99.834642,41
2026-05-02,พะเยา,แม่ใจ,19.3420596,99.8152521,89
2026-05-02,ลำปาง,วังเหนือ,19.063790929085734,99.57479368195058,85
2026-05-02,ลำปาง,สบปราบ,17.879619758624656,99.34006093260246,76
2026-05-02,ลำปาง,ห้างฉัตร,18.31464,99.365573,60
2026-05-02,ลำปาง,เกาะคา,18.21688215,99.34114796,43
2026-05-02,ลำปาง,เมือง,18.239587793958812,99.4708140886155,60
2026-05-02,ลำปาง,เมืองลำปาง,18.418525,99.543508,27
2026-05-02,ลำปาง,แม่เมาะ,18.37634352537003,99.79439233899221,69
2026-05-02,ลำพูน,บ้านโฮ่ง,18.33706,98.70776,26
2026-05-02,ลำพูน,ลี้,17.788888874464103,98.9457424823258,43
2026-05-02,ลำพูน,เมือง,18.518738990880017,99.02511545293177,67
2026-05-02,ลำพูน,เมือง บ้านฝั่งหมิ่น,18.436577,98.955827,64
2026-05-02,ลำพูน,เมืองลำพูน,18.548979000000003,99.0441495,47
2026-05-02,ลำพูน,แม่ทา,18.4161025,99.0033274,27
2026-05-02,ลำพูน (ก,รมน. ลำพูน),18.331694,98.818839,79
2026-05-02,อุตรดิตถ์,ตรอน,17.445823,100.14284,38
2026-05-02,อุตรดิตถ์,ฟากท่า,18.003028470578386,100.88328877419808,70
2026-05-02,เชียงราย,ขุนตาล,19.911817925597,100.29802263,46
2026-05-02,เชียงราย,ดอยหลวง.,20.11713,100.10946,49
2026-05-02,เชียงราย,ป่าแดด,19.508281732459174,99.99097574602813,27
2026-05-02,เชียงราย,พญาเม็งราย,19.850303790282243,100.14595757300928,24
2026-05-02,เชียงราย,พาน,19.547752648770036,99.7586797873154,60
2026-05-02,เชียงราย,เชียงของ,20.157540666666666,100.35939533333332,64
2026-05-02,เชียงราย,เชียงแสน,20.272101,100.077606,42
2026-05-02,เชียงราย,เทิง,19.724623523894778,100.24266780882905,45
2026-05-02,เชียงราย,เมือง,19.9552415021469,99.7568528154666,50
2026-05-02,เชียงราย,เวียงชัย,19.895483326666668,100.01200949999999,46
2026-05-02,เชียงราย,เวียงเชียงรุ้ง,20.01794636895146,100.04770044382853,59
2026-05-02,เชียงราย,แม่จัน,20.15878395,99.96240195,46
2026-05-02,เชียงราย,แม่ฟ้าหลวง,20.309390149951337,99.56042555489125,62
2026-05-02,เชียงราย,แม่ลาว,19.76583,99.73855,98
2026-05-02,เชียงราย,แม่สรวย,19.642196,99.525286,55
2026-05-02,เชียงราย,แม่สาย,20.383722679846773,99.92539586689031,53
2026-05-02,เชียงราย (ก,แม่สรวย,19.614124,99.478223,38
2026-05-02,เชียงใหม่,กัลยาณิวัฒนา,18.963982496445126,98.41647016605216,68
2026-05-02,เชียงใหม่,จอมทอง,18.41788057876232,98.6768951613708,66
2026-05-02,เชียงใหม่,ดอยสะเก็ด,18.849669175,99.16225315,53
2026-05-02,เชียงใหม่,ดอยหล่อ,18.47771243893752,98.78072604442652,35
2026-05-02,เชียงใหม่,ดอยเต่า,17.996381310956767,98.65600585080338,63
2026-05-02,เชียงใหม่,ฝาง,19.913293,99.206827,43
2026-05-02,เชียงใหม่,พร้าว,19.3054985,99.17465675,47
2026-05-02,เชียงใหม่,สะเมิง,18.84665,98.732259,43
2026-05-02,เชียงใหม่,สันกำแพง,18.74461639526151,99.11884898886804,51
2026-05-02,เชียงใหม่,สันทราย,18.8566111944521,99.03646869178272,70
2026-05-02,เชียงใหม่,สันป่าตอง,18.63403148381118,98.88318245251847,64
2026-05-02,เชียงใหม่,สารภี,18.70048567500466,99.05720783503469,32
2026-05-02,เชียงใหม่,หางดง,18.704911035534998,98.93280168925362,36
2026-05-02,เชียงใหม่,อมก๋อย,17.668272208073574,98.39139542294829,77
2026-05-02,เชียงใหม่,ฮอด,18.185575104999998,98.61158552,79
2026-05-02,เชียงใหม่,เชียงดาว,19.466319838448914,98.97128160101079,58
2026-05-02,เชียงใหม่,เมือง,18.790735778046113,98.96209219043807,66
2026-05-02,เชียงใหม่,เมืองเชียงใหม่,18.772478,98.995551,30
2026-05-02,เชียงใหม่,เวียงแหง,19.560701870696757,98.63519183068554,51
2026-05-02,เชียงใหม่,แม่ริม,18.86830853933333,98.95848173333333,48
2026-05-02,เชียงใหม่,แม่วาง,18.61577,98.77391,77
2026-05-02,เชียงใหม่,แม่ออน,18.7045805,99.256939,66
2026-05-02,เชียงใหม่,แม่อาย,20.04,99.3024,73
2026-05-02,เชียงใหม่,แม่แจ่ม,18.506217499999998,98.390641,34
2026-05-02,เชียงใหม่,แม่แตง,19.136687442146954,98.96053523664791,41
2026-05-02,เชียงใหม่,ไชยปราการ,19.726106,99.14017849999999,43
2026-05-02,เชียงใหม่ (Outdoor),สันกำแพง,18.7866714,99.162726,74
2026-05-02,เชียงใหม่ (outdoor),เมือง,18.762817,99.002805,23
2026-05-02,เเม่ฮ่องสอน,ปางมะผ้า,19.650577,98.093104,65
2026-05-02,แพร่,ร้องกวาง,18.307634262860542,100.29124223068229,43
2026-05-02,แพร่,ลอง,18.0896667,99.8438863,23
2026-05-02,แพร่,วังชิ้น,17.8892929,99.5984095,97
2026-05-02,แพร่,สอง,18.460248,100.1823043,23
2026-05-02,แพร่,สูงเม่น,18.074608070829743,100.11718445332016,23
2026-05-02,แพร่,เด่นชัย,17.982854,100.054273,77
2026-05-02,แพร่,เมือง,18.1331585,100.1545941,75
2026-05-02,แพร่,เมืองแพร่,18.150909,100.157705,22
2026-05-02,แม่ฮ่องสอน,ขุนยวม,18.779572549999997,97.92674075,42
2026-05-02,แม่ฮ่องสอน,ปางมะผ้า,19.564455340000002,98.22842786,63
2026-05-02,แม่ฮ่องสอน,ปาย,19.356414721131312,98.43347319286639,66
2026-05-02,แม่ฮ่องสอน,สบเมย,17.964319000000003,97.9309635,39
2026-05-02,แม่ฮ่องสอน,เมือง,19.299731003573527,97.97391222750423,47
2026-05-02,แม่ฮ่องสอน,แม่ลาน้อย,18.458245140550233,97.94186199064221,59
2026-05-02,แม่ฮ่องสอน,แม่สะเรียง,18.062980084502897,97.91765149380238,89
2026-05-03,น่าน,ทุ่งช้าง,19.5206378,100.9249478,66
2026-05-03,น่าน,ท่าวังผา,19.13539,100.78569,96
2026-05-03,น่าน,นาน้อย,18.3400774,100.7131756,67
2026-05-03,น่าน,นาหมื่น,18.1925731938654,100.5816336043955,75
2026-05-03,น่าน,บ้านหลวง,18.851955,100.436006,35
2026-05-03,น่าน,เฉลิมพระเกียรติ,19.59637250571473,101.0840821795708,21
2026-05-03,พะเยา,จุน,19.521310741423473,100.10119565397656,78
2026-05-03,พะเยา,ดอกคำใต้,19.188882142971078,100.00871407427996,73
2026-05-03,พะเยา,ปง,19.199536825970533,100.32502424106148,69
2026-05-03,พะเยา,ภูซาง,19.627917995580933,100.37496994062866,66
2026-05-03,พะเยา,เชียงคำ,19.491600966511793,100.33708013838243,76
2026-05-03,พะเยา,เชียงม่วน,18.87195070869528,100.23149387698828,80
2026-05-03,พะเยา,เมือง,19.192388401159832,99.87167092290606,39
2026-05-03,พะเยา,เมืองพะเยา,19.177165,99.834642,93
2026-05-03,พะเยา,แม่ใจ,19.3420596,99.8152521,51
2026-05-03,ลำปาง,วังเหนือ,19.063790929085734,99.57479368195058,69
2026-05-03,ลำปาง,สบปราบ,17.879619758624656,99.34006093260246,33
2026-05-03,ลำปาง,ห้างฉัตร,18.31464,99.365573,26
2026-05-03,ลำปาง,เกาะคา,18.21688215,99.34114796,81
2026-05-03,ลำปาง,เมือง,18.239587793958812,99.4708140886155,44
2026-05-03,ลำปาง,เมืองลำปาง,18.418525,99.543508,56
2026-05-03,ลำปาง,แม่เมาะ,18.37634352537003,99.79439233899221,65
2026-05-03,ลำพูน,บ้านโฮ่ง,18.33706,98.70776,39
2026-05-03,ลำพูน,ลี้,17.788888874464103,98.9457424823258,55
2026-05-03,ลำพูน,เมือง,18.518738990880017,99.02511545293177,64
2026-05-03,ลำพูน,เมือง บ้านฝั่งหมิ่น,18.436577,98.955827,22
2026-05-03,ลำพูน,เมืองลำพูน,18.548979000000003,99.0441495,36
2026-05-03,ลำพูน,แม่ทา,18.4161025,99.0033274,26
2026-05-03,ลำพูน (ก,รมน. ลำพูน),18.331694,98.818839,22
2026-05-03,อุตรดิตถ์,ตรอน,17.445823,100.14284,57
2026-05-03,อุตรดิตถ์,ฟากท่า,18.003028470578386,100.88328877419808,66
2026-05-03,เชียงราย,ขุนตาล,19.911817925597,100.29802263,82
2026-05-03,เชียงราย,ดอยหลวง.,20.11713,100.10946,30
2026-05-03,เชียงราย,ป่าแดด,19.508281732459174,99.99097574602813,61
2026-05-03,เชียงราย,พญาเม็งราย,19.850303790282243,100.14595757300928,40
2026-05-03,เชียงราย,พาน,19.547752648770036,99.7586797873154,58
2026-05-03,เชียงราย,เชียงของ,20.157540666666666,100.35939533333332,50
2026-05-03,เชียงราย,เชียงแสน,20.272101,100.077606,45
2026-05-03,เชียงราย,เทิง,19.724623523894778,100.24266780882905,72
2026-05-03,เชียงราย,เมือง,19.9552415021469,99.7568528154666,62
2026-05-03,เชียงราย,เวียงชัย,19.895483326666668,100.01200949999999,56
2026-05-03,เชียงราย,เวียงเชียงรุ้ง,20.01794636895146,100.04770044382853,50
2026-05-03,เชียงราย,แม่จัน,20.15878395,99.96240195,52
2026-05-03,เชียงราย,แม่ฟ้าหลวง,20.309390149951337,99.56042555489125,42
2026-05-03,เชียงราย,แม่ลาว,19.76583,99.73855,44
2026-05-03,เชียงราย,แม่สรวย,19.642196,99.525286,22
2026-05-03,เชียงราย,แม่สาย,20.383722679846773,99.92539586689031,61
2026-05-03,เชียงราย (ก,แม่สรวย,19.614124,99.478223,85
2026-05-03,เชียงใหม่,กัลยาณิวัฒนา,18.963982496445126,98.41647016605216,49
2026-05-03,เชียงใหม่,จอมทอง,18.41788057876232,98.6768951613708,66
2026-05-03,เชียงใหม่,ดอยสะเก็ด,18.849669175,99.16225315,64
2026-05-03,เชียงใหม่,ดอยหล่อ,18.47771243893752,98.78072604442652,39
2026-05-03,เชียงใหม่,ดอยเต่า,17.996381310956767,98.65600585080338,52
2026-05-03,เชียงใหม่,ฝาง,19.913293,99.206827,64
2026-05-03,เชียงใหม่,พร้าว,19.3054985,99.17465675,84
2026-05-03,เชียงใหม่,สะเมิง,18.84665,98.732259,67
2026-05-03,เชียงใหม่,สันกำแพง,18.74461639526151,99.11884898886804,53
2026-05-03,เชียงใหม่,สันทราย,18.8566111944521,99.03646869178272,49
2026-05-03,เชียงใหม่,สันป่าตอง,18.63403148381118,98.88318245251847,70
2026-05-03,เชียงใหม่,สารภี,18.70048567500466,99.05720783503469,68
2026-05-03,เชียงใหม่,หางดง,18.704911035534998,98.93280168925362,68
2026-05-03,เชียงใหม่,อมก๋อย,17.668272208073574,98.39139542294829,82
2026-05-03,เชียงใหม่,ฮอด,18.185575104999998,98.61158552,64
2026-05-03,เชียงใหม่,เชียงดาว,19.466319838448914,98.97128160101079,62
2026-05-03,เชียงใหม่,เมือง,18.790735778046113,98.96209219043807,60
2026-05-03,เชียงใหม่,เมืองเชียงใหม่,18.772478,98.995551,89
2026-05-03,เชียงใหม่,เวียงแหง,19.560701870696757,98.63519183068554,77
2026-05-03,เชียงใหม่,แม่ริม,18.86830853933333,98.95848173333333,57
2026-05-03,เชียงใหม่,แม่วาง,18.61577,98.77391,43
2026-05-03,เชียงใหม่,แม่ออน,18.7045805,99.256939,59
2026-05-03,เชียงใหม่,แม่อาย,20.04,99.3024,32
2026-05-03,เชียงใหม่,แม่แจ่ม,18.506217499999998,98.390641,75
2026-05-03,เชียงใหม่,แม่แตง,19.136687442146954,98.96053523664791,36
2026-05-03,เชียงใหม่,ไชยปราการ,19.726106,99.14017849999999,34
2026-05-03,เชียงใหม่ (Outdoor),สันกำแพง,18.7866714,99.162726,69
2026-05-03,เชียงใหม่ (outdoor),เมือง,18.762817,99.002805,34
2026-05-03,เเม่ฮ่องสอน,ปางมะผ้า,19.650577,98.093104,38
2026-05-03,แพร่,ร้องกวาง,18.307634262860542,100.29124223068229,75
2026-05-03,แพร่,ลอง,18.0896667,99.8438863,65
2026-05-03,แพร่,วังชิ้น,17.8892929,99.5984095,58
2026-05-03,แพร่,สอง,18.460248,100.1823043,30
2026-05-03,แพร่,สูงเม่น,18.074608070829743,100.11718445332016,46
2026-05-03,แพร่,เด่นชัย,17.982854,100.054273,31
2026-05-03,แพร่,เมือง,18.1331585,100.1545941,28
